date,open,high,low,close,adj_close,volume,ticker,run_id,ingested_at_utc,source_name
2020-01-31,327.0,327.1700134277344,320.7300109863281,321.7300109863281,295.69281005859375,113845600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-03,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,297.88934326171875,69083000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,302.4295349121094,62573200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,305.9219665527344,65951100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,306.9514465332031,50359700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,305.31549072265625,64139400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,307.59478759765625,42070000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-11,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,308.1278076171875,54864500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,310.1130065917969,43992700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-13,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,309.7821044921875,54501900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,310.2784118652344,64582200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,309.4788818359375,57226200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,310.95849609375,48814700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,309.6809997558594,74163400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-21,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,306.49188232421875,113788200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-24,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,296.3269348144531,161088400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,287.3476257324219,218913200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,286.2906494140625,194773800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-27,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,273.432861328125,284353500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-02-28,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,272.2840270996094,384975800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-02,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,284.0757141113281,238703600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-03,309.5,313.8399963378906,297.57000732421875,300.239990234375,275.9419250488281,300139100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-04,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,287.5405578613281,176613400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-05,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,277.9823303222656,186366800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-06,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,273.38690185546875,228667200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-09,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,252.03688049316406,309417300,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-10,284.6400146484375,288.5199890136719,273.5,288.4200134277344,265.07855224609375,276444100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-11,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,252.1562957763672,255316300,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-12,256.0,266.6600036621094,247.67999267578125,248.11000061035156,228.0307159423828,392220700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-13,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,247.52430725097656,329566100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-16,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,220.43923950195312,297240000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,232.3412322998047,262070500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-18,236.25,248.3699951171875,228.02000427246094,240.0,220.5770721435547,327597100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.50999450683594,221.0458221435547,289322000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-20,242.52999877929688,244.47000122070312,228.5,228.8000030517578,211.52000427246094,347158800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-23,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,206.11180114746094,326025200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-24,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,224.78622436523438,235494500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-25,244.8699951171875,256.3500061035156,239.75,246.7899932861328,228.1513214111328,299430300,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-26,249.52000427246094,262.79998779296875,249.0500030517578,261.20001220703125,241.4730224609375,257632800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-27,253.27000427246094,260.80999755859375,251.0500030517578,253.4199981689453,234.2806396484375,224341200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-30,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,241.8889923095703,171369500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-03-31,260.55999755859375,263.3299865722656,256.2200012207031,257.75,238.28359985351562,194881100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-01,247.97999572753906,257.6600036621094,243.89999389648438,246.14999389648438,227.55966186523438,189554600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-02,245.19000244140625,252.67999267578125,244.58999633789062,251.8300018310547,232.81072998046875,177660400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-03,250.75999450683594,253.32000732421875,245.22000122070312,248.19000244140625,229.44561767578125,135561200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-06,257.8399963378906,267.0,248.1699981689453,264.8599853515625,244.85662841796875,188061200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-07,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,245.106201171875,201427200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-08,267.9599914550781,276.0,265.25,274.0299987792969,253.33404541015625,153774500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-09,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,257.1892395019531,189999200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-13,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,254.8409881591797,114839100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-14,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,262.35693359375,134143400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-15,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,256.7823181152344,121775000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-16,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,258.0211181640625,131798300,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-17,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,264.9916687011719,146684800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-20,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,260.32305908203125,100109300,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-21,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,252.41883850097656,126385700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-22,278.3500061035156,281.0,276.9100036621094,279.1000061035156,258.0211181640625,92951600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-23,280.489990234375,283.94000244140625,278.75,279.0799865722656,258.00262451171875,104709700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-24,280.7300109863281,283.70001220703125,278.5,282.9700012207031,261.5989074707031,85063200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-27,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,265.3706359863281,77896600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-28,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,264.1504211425781,105270000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-29,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,271.0653991699219,118745600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-04-30,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,268.5416564941406,122901700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-01,285.30999755859375,290.6600036621094,281.5199890136719,282.7900085449219,261.43243408203125,125180000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-04,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,262.153564453125,80873200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-05,286.6400146484375,289.25,283.7099914550781,286.19000244140625,264.57562255859375,79569900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-06,288.0400085449219,288.4599914550781,283.7799987792969,284.25,262.78216552734375,73632600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-07,287.75,289.7799987792969,287.1300048828125,287.67999267578125,265.9531555175781,75250400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-08,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,270.3536071777344,76452400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-11,290.3399963378906,294.0,289.8800048828125,292.5,270.40911865234375,79514200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-12,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,265.0194396972656,95870800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-13,286.05999755859375,287.19000244140625,278.9599914550781,281.6000061035156,260.3323059082031,144721100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-14,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,263.44781494140625,121977900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-15,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,264.6588134765625,111146300,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-18,293.04998779296875,296.75,292.70001220703125,295.0,272.7203674316406,119703800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,269.919189453125,95189300,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,274.5045166015625,85861700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-21,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,272.60943603515625,78293900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-22,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,273.1270751953125,63958200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-26,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,276.4921569824219,88951400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-27,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,280.6060791015625,104817400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-28,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,280.0883483886719,90405200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-05-29,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,281.3364562988281,119090800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-01,303.6199951171875,306.2099914550781,303.05999755859375,305.54998779296875,282.4735107421875,55758300,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-02,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,284.8125,74267200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-03,310.239990234375,313.2200012207031,309.94000244140625,312.17999267578125,288.6028137207031,92567600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-04,311.1099853515625,313.0,309.0799865722656,311.3599853515625,287.8446350097656,75794400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-05,317.2300109863281,321.2699890136719,317.1600036621094,319.3399963378906,295.2220153808594,150524700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-08,320.2200012207031,323.4100036621094,319.6300048828125,323.20001220703125,298.79046630859375,73641200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-09,320.29998779296875,323.2799987792969,319.3599853515625,320.7900085449219,296.5624694824219,77479200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-10,321.4200134277344,322.3900146484375,318.2200012207031,319.0,294.90771484375,95000800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-11,311.4599914550781,312.1499938964844,300.010009765625,300.6099853515625,277.9066467285156,209243600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-12,308.239990234375,309.0799865722656,298.6000061035156,304.2099914550781,281.2347412109375,194678900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-15,298.0199890136719,308.2799987792969,296.739990234375,307.04998779296875,283.8601989746094,135782700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-16,315.4800109863281,315.6400146484375,307.6700134277344,312.9599914550781,289.3238220214844,137627500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-17,314.07000732421875,314.3900146484375,310.8599853515625,311.6600036621094,288.1220703125,83398900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-18,310.010009765625,312.29998779296875,309.510009765625,311.7799987792969,288.2330322265625,80828700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-19,314.1700134277344,314.3800048828125,306.5299987792969,308.6400146484375,286.5857238769531,135549600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-22,307.989990234375,311.04998779296875,306.75,310.6199951171875,288.4241943359375,74649400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-23,313.489990234375,314.5,311.6099853515625,312.04998779296875,289.7520446777344,68471200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-24,309.8399963378906,310.510009765625,302.1000061035156,304.0899963378906,282.36083984375,132813500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-25,303.4700012207031,307.6400146484375,301.2799987792969,307.3500061035156,285.3879089355469,89468000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-26,306.1600036621094,306.3900146484375,299.4200134277344,300.04998779296875,278.60955810546875,127961000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-29,301.4100036621094,304.6099853515625,298.92999267578125,304.4599914550781,282.7044677734375,79773300,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-06-30,303.989990234375,310.20001220703125,303.82000732421875,308.3599853515625,286.3257141113281,113394800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-01,309.57000732421875,311.8900146484375,309.07000732421875,310.5199890136719,288.3313903808594,72396500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-02,314.239990234375,315.70001220703125,311.510009765625,312.2300109863281,289.9192199707031,69344200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-06,316.3699951171875,317.67999267578125,315.55999755859375,317.04998779296875,294.3948059082031,61713800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-07,315.3800048828125,317.5199890136719,313.3699951171875,313.7799987792969,291.3585205078125,82910000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-08,314.6099853515625,316.29998779296875,312.70001220703125,316.17999267578125,293.58697509765625,54638600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-09,316.8399963378906,317.1000061035156,310.67999267578125,314.3800048828125,291.9156188964844,83354200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-10,314.30999755859375,317.8800048828125,312.760009765625,317.5899963378906,294.896240234375,57550400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-13,320.1300048828125,322.7099914550781,314.1300048828125,314.8399963378906,292.3426818847656,102997500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-14,313.29998779296875,319.760009765625,312.0,318.9200134277344,296.1311950683594,93657000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-15,322.4100036621094,323.0400085449219,319.2699890136719,321.8500061035156,298.8518371582031,87196500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-16,319.7900085449219,321.2799987792969,319.0899963378906,320.7900085449219,297.8675231933594,54622500,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-17,321.8800048828125,322.57000732421875,319.739990234375,321.7200012207031,298.731201171875,62774900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-20,321.42999267578125,325.1300048828125,320.6199951171875,324.32000732421875,301.14532470703125,56308800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-21,326.45001220703125,326.92999267578125,323.94000244140625,325.010009765625,301.7860412597656,57292200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-22,324.6199951171875,327.20001220703125,324.5,326.8599853515625,303.5038146972656,57792900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-23,326.4700012207031,327.2300109863281,321.4800109863281,322.9599914550781,299.8824768066406,75738000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-24,320.95001220703125,321.989990234375,319.25,320.8800048828125,297.9512023925781,73766600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-27,321.6300048828125,323.4100036621094,320.7699890136719,323.2200012207031,300.1240234375,48293000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-28,322.42999267578125,323.6400146484375,320.8500061035156,321.1700134277344,298.22039794921875,57495000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-29,322.1199951171875,325.7300109863281,322.0799865722656,325.1199951171875,301.8881530761719,48454200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-30,321.8999938964844,324.4100036621094,319.6400146484375,323.9599914550781,300.81109619140625,61861700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-07-31,325.8999938964844,326.6300048828125,321.3299865722656,326.5199890136719,303.1881103515625,84986800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-03,328.32000732421875,329.6199951171875,327.7300109863281,328.7900085449219,305.2959289550781,53077900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-04,327.8599853515625,330.05999755859375,327.8599853515625,330.05999755859375,306.47515869140625,41917900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-05,331.4700012207031,332.3900146484375,331.17999267578125,332.1099853515625,308.3786926269531,42697700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-06,331.4800109863281,334.4599914550781,331.1300048828125,334.3299865722656,310.4400634765625,43679400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-07,333.2799987792969,334.8800048828125,332.29998779296875,334.57000732421875,310.6629638671875,57308300,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-10,335.05999755859375,335.7699890136719,332.9599914550781,335.57000732421875,311.59149169921875,44282100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-11,336.8500061035156,337.5400085449219,332.010009765625,332.79998779296875,309.01934814453125,69601100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-12,335.44000244140625,338.2799987792969,335.4100036621094,337.44000244140625,313.32781982421875,53774400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-13,336.6099853515625,338.25,335.8299865722656,336.8299865722656,312.76141357421875,41816100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-14,336.4100036621094,337.4200134277344,335.6199951171875,336.8399963378906,312.77069091796875,47260400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-17,337.94000244140625,338.3399963378906,336.8500061035156,337.9100036621094,313.76422119140625,35481000,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-18,338.3399963378906,339.1000061035156,336.6099853515625,338.6400146484375,314.4420166015625,38733900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-19,339.04998779296875,339.6099853515625,336.6199951171875,337.2300109863281,313.13287353515625,68054200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-20,335.3599853515625,338.79998779296875,335.2200012207031,338.2799987792969,314.1078186035156,42207800,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-21,337.9200134277344,339.7200012207031,337.54998779296875,339.4800109863281,315.22210693359375,55106600,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-24,342.1199951171875,343.0,339.45001220703125,342.9200134277344,318.416259765625,48588700,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-25,343.5299987792969,344.2099914550781,342.2699890136719,344.1199951171875,319.530517578125,38463400,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-26,344.760009765625,347.8599853515625,344.1700134277344,347.57000732421875,322.7339782714844,50790200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-27,348.510009765625,349.8999938964844,346.5299987792969,348.3299865722656,323.439697265625,58034100,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-28,349.44000244140625,350.7200012207031,348.1499938964844,350.5799865722656,325.5289306640625,48588900,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
2020-08-31,350.3500061035156,351.29998779296875,349.05999755859375,349.30999755859375,324.34967041015625,66099200,SPY,batch_manual_01,2025-12-06 16:09:09.738833,yfinance
