date,ticker,year,month,day_of_week,open,close,high,low,volume,return_close_open,return_prev_close,volatility_20_days,run_id,ingested_at_utc,target_up,rsi_14,macd,macd_signal,macd_diff,bb_position,volume_rel,rsi_14_prev,macd_diff_prev,bb_position_prev,volume_rel_prev,close_prev,volume_prev,return_prev,volatility_5d,volatility_30d,dist_ma_10,dist_ma_50,gap_open
2020-01-27,QQQ,2020,1,0,217.6699981689453,218.10000610351562,219.27999877929688,217.17999267578125,42264400,0.001975503919637838,-0.020655549653176064,0.0,batch_001,2025-12-06 16:26:34.794553,1,49.822369388788616,-0.8444749037274164,-1.8789315152507327,1.0344566115233162,-0.06803958536065532,1.218522028417496,53.70052770835448,2.814499886452349,0.5680960150454636,2.383111313587966,323.5,84062500.0,1.171286583480546,0.6919514987497405,0.572054663529854,-0.11663526979357701,-0.06347958997620863,-0.3271406548100609
2020-01-28,GLD,2020,1,1,148.36000061035156,147.66000366210938,148.55999755859375,147.52999877929688,7543100,-0.004718232308994386,-0.008926785569624784,0.0,batch_001,2025-12-06 16:26:46.671433,0,43.53607926518397,-7.645999625401828,-3.032345137280952,-4.613654488120876,-0.49620351875112906,0.22106346735048998,49.822369388788616,1.0344566115233162,-0.06803958536065532,1.218522028417496,218.10000610351562,42264400.0,-0.32581141853627316,0.7247188441764044,0.5752096440699892,-0.6344095256970615,-0.5459166869709217,-0.319761593496076
2020-01-28,SPY,2020,1,1,325.05999755859375,326.8900146484375,327.8500061035156,323.6000061035156,63834000,0.005629782512730992,0.010479179747874712,0.0,batch_001,2025-12-06 16:26:20.697858,1,56.36496001852658,1.4098550972714747,-2.1439050903704664,3.553760187641941,0.5940309337251137,1.7247714949316566,43.53607926518397,-4.613654488120876,-0.49620351875112906,0.22106346735048998,147.66000366210938,7543100.0,-0.32297111632346165,0.6800502804178244,0.5766211668823727,0.3105488197697878,0.2942029087553887,1.2014085703426438
2020-01-28,QQQ,2020,1,1,219.63999938964844,221.4499969482422,221.9600067138672,219.05999755859375,26731900,0.008240746510760802,0.015359884231899379,0.0,batch_001,2025-12-06 16:26:34.794553,1,52.455016647931025,0.07766174325610109,-1.699591723645153,1.777253466901254,-0.1051965468895896,0.7073679051913886,56.36496001852658,3.553760187641941,0.5940309337251137,1.7247714949316566,326.8900146484375,63834000.0,1.2138020218153351,0.8322040948295424,0.6048516053250255,-0.06694136516420673,-0.05463941732044857,-0.3280920506982568
2020-01-29,GLD,2020,1,2,147.6999969482422,148.4600067138672,148.55999755859375,147.61000061035156,5013100,0.005145631559432778,0.005417872354848807,0.0,batch_001,2025-12-06 16:26:46.671433,1,47.51363404538701,-6.789527846173399,-2.7175789481508024,-4.0719488980225975,-0.5325730982655651,0.1507743913616689,52.455016647931025,1.777253466901254,-0.1051965468895896,0.7073679051913886,221.4499969482422,26731900.0,-0.32255502760949606,0.8306615398057504,0.6043661990414111,-0.6369397831557635,-0.5546500039722441,-0.33303229178746396
2020-01-29,QQQ,2020,1,2,222.67999267578125,221.80999755859375,222.92999267578125,220.8300018310547,28924500,-0.003906929880558241,0.0016256519092916477,0.0,batch_001,2025-12-06 16:26:34.794553,0,46.30552844037132,-6.241149732373032,-3.4222931049952483,-2.8188566273777833,-0.04234386681093924,0.8639600131186792,47.51363404538701,-4.0719488980225975,-0.5325730982655651,0.1507743913616689,148.4600067138672,5013100.0,-0.32960032169896303,0.6882837998946119,0.6102594190281412,-0.003457916631148758,-0.02527128000879291,0.499932524622346
2020-01-29,SPY,2020,1,2,328.3800048828125,326.6199951171875,328.6300048828125,326.3999938964844,53888900,-0.005359673973612026,-0.0008260256329346571,0.0,batch_001,2025-12-06 16:26:20.697858,0,53.44600477323525,2.620526939607629,-2.2137290960746734,4.834256035682302,0.5977446290243145,1.5345919579361154,46.30552844037132,-2.8188566273777833,-0.04234386681093924,0.8639600131186792,221.80999755859375,28924500.0,0.49407239342307774,0.694087067026671,0.5779681980210574,0.3521103623337369,0.30012059916976724,0.4804562846454521
2020-01-30,GLD,2020,1,3,148.69000244140625,148.47000122070312,149.30999755859375,148.00999450683594,9119500,-0.0014795965908321249,6.732120695107646e-05,0.0,batch_001,2025-12-06 16:26:46.671433,0,50.042692259980214,-4.67782306627646,-2.706547890115031,-1.9712751761614289,-0.49380662762151906,0.2878178972266499,53.44600477323525,4.834256035682302,0.5977446290243145,1.5345919579361154,326.6199951171875,53888900.0,0.47252152162756755,0.6492830133531191,0.575050521814169,-0.5509987123055887,-0.5606133378377325,-0.5447614822599639
2020-01-30,SPY,2020,1,3,324.3599853515625,327.67999267578125,327.9100036621094,323.5400085449219,75491800,0.010235563799956118,0.003245354156022895,0.0,batch_001,2025-12-06 16:26:20.697858,1,49.87180273555026,3.9533587040630778,-1.3745665712794095,5.327925275342487,0.6077543020607223,2.1473833922387127,50.042692259980214,-1.9712751761614289,-0.49380662762151906,0.2878178972266499,148.47000122070312,9119500.0,-0.5454350516188275,0.4916527627506085,0.5846932678565391,0.3118910691012989,0.29539952193265206,1.1846836578750746
2020-01-30,QQQ,2020,1,3,220.3800048828125,222.60000610351562,222.6999969482422,219.69000244140625,39568100,0.010073514708757789,0.0035616453433897632,0.0,batch_001,2025-12-06 16:26:34.794553,1,46.83609228315937,2.288179011765891,-0.6420174546703494,2.9301964664362403,-0.09601190510520993,1.0724589640069337,49.87180273555026,5.327925275342487,0.6077543020607223,2.1473833922387127,327.67999267578125,75491800.0,1.2070451268379765,0.7059043006245103,0.6036358244209402,-0.09385604920478158,-0.053407729679458775,-0.32745358334750496
2020-01-31,SPY,2020,1,4,327.0,321.7300109863281,327.1700134277344,320.7300109863281,113845600,-0.01611617435373662,-0.018157903510881312,0.007552639314620561,batch_001,2025-12-06 16:26:20.697858,0,55.44271658971405,8.865281590939531,1.2594423544516269,7.605839236487904,0.516124214411126,2.739952787236549,46.83609228315937,2.9301964664362403,-0.09601190510520993,1.0724589640069337,222.60000610351562,39568100.0,-0.3206786771270337,0.7040510949433836,0.6067367676461938,0.29365748600857705,0.289628743862887,0.4690026551389009
2020-01-31,QQQ,2020,1,4,223.52999877929688,219.07000732421875,223.55999755859375,218.2899932861328,52015800,-0.019952540953940206,-0.015858035411083105,0.00898272965009627,batch_001,2025-12-06 16:26:34.794553,0,49.88824680314548,5.727851335583239,2.1531241506779493,3.5747271849052895,-0.11558020000397345,1.2472242703256784,55.44271658971405,7.605839236487904,0.516124214411126,2.739952787236549,321.7300109863281,113845600.0,0.44532795222258037,0.7003534579839182,0.6056477075166912,-0.0796627024624176,-0.05474255017078682,-0.30522490552242654
2020-01-31,GLD,2020,1,4,148.8800048828125,149.3300018310547,149.67999267578125,148.80999755859375,14788300,0.0030225479143179256,0.005792420039608892,0.005995015016809813,batch_001,2025-12-06 16:26:46.671433,1,50.01049280744938,-2.358829232433635,1.2507334740556324,-3.6095627064892675,-0.5402854281068953,0.3596388703658038,49.88824680314548,3.5747271849052895,-0.11558020000397345,1.2472242703256784,219.07000732421875,52015800.0,-0.31908743404876794,0.7269415388204804,0.6054037287085148,-0.6689816951931946,-0.5696762037511531,-0.32039987261937963
2020-02-03,SPY,2020,2,0,323.3500061035156,324.1199951171875,326.1600036621094,323.2200012207031,69083000,0.0023812865289551738,0.0074285396116215985,0.00755383146292794,batch_001,2025-12-06 16:26:20.697858,1,50.019130692157795,5.275694906417698,2.0557257605280457,3.219969145889652,0.5383985466643486,1.5646268363976008,50.01049280744938,-3.6095627064892675,-0.5402854281068953,0.3596388703658038,149.3300018310547,14788300.0,-0.3183457486717951,0.6828013648533934,0.6047733277148387,0.2864635927234619,0.28146900679748726,1.165338526342077
